 Libcell,Min_delay,Avg_delay,Max_delay
 NOR4_X1N_A9PP84TSL_C16 ,0.027,0.027,0.027
 INV_X10N_A9PP84TSL_C16 ,0.004,0.0055000000000000005,0.010
 BUFH_X3N_A9PP84TSL_C14 ,0.017,0.022833333333333334,0.032
 INV_X2N_A9PP84TR_C14 ,0.008,0.029648351648351643,0.042
 AO21_X1N_A9PP84TSL_C14 ,0.027,0.028,0.029
 NAND4_X3N_A9PP84TL_C14 ,0.020,0.02,0.020
 AO1B2_X1N_A9PP84TSL_C14 ,0.023,0.023,0.023
 AOI22_X1F_A9PP84TSL_C14 ,0.012,0.01690322580645162,0.024
 PREICG_X2N_A9PP84TL_C14 ,0.010,0.038150039277297806,0.095
 NOR2_X6R_A9PP84TL_C16 ,0.052,0.052,0.052
 AO21A1AI2_X2N_A9PP84TSL_C14 ,0.015,0.0155,0.016
 INV_X2N_A9PP84TL_C14 ,0.009,0.010666666666666666,0.013
 NAND4_X3R_A9PP84TSL_C16 ,0.019,0.019,0.019
 SDFFXRPQ_X3N_A9PP84TL_C14 ,0.025,0.06666666666666667,0.089
 MXT2_X2N_A9PP84TSL_C16 ,0.024,0.024,0.024
 SDFFXSQ_X4N_A9PP84TSL_C14 ,0.038,0.0485,0.059
 SDFFRPQH_X2N_A9PP84TR_C14 ,0.048,0.048,0.048
 INV_X2N_A9PP84TR_C16 ,0.009,0.021846153846153845,0.034
 PREICG_X1R_A9PP84TL_C14 ,0.015,0.015523064250411866,0.021
 INV_X7F_A9PP84TSL_C14 ,0.006,0.010438356164383569,0.016
 AO21_X1N_A9PP84TSL_C16 ,0.031,0.031,0.031
 SDFFXRPQ_X3N_A9PP84TR_C16 ,0.029,0.05983333333333332,0.079
 NOR2_X1P5N_A9PP84TL_C16 ,0.115,0.11500000000000002,0.115
 NAND4_X1N_A9PP84TSL_C14 ,0.024,0.024,0.024
 NAND4_X2R_A9PP84TR_C16 ,0.019,0.019,0.019
 AO1B2_X1N_A9PP84TSL_C16 ,0.026,0.026,0.026
 INV_X10F_A9PP84TR_C14 ,0.006,0.008222222222222221,0.016
 NAND3_X6R_A9PP84TR_C14 ,0.014,0.020333333333333346,0.030
 PREICG_X2N_A9PP84TL_C16 ,0.028,0.04832911392405061,0.083
 SDFFRPQH_X2N_A9PP84TL_C14 ,0.039,0.039,0.039
 AOI22_X6N_A9PP84TR_C14 ,0.014,0.014000000000000004,0.014
 INV_X2N_A9PP84TL_C16 ,0.008,0.015965517241379314,0.054
 NOR2_X1R_A9PP84TSL_C14 ,0.007,0.009600000000000001,0.015
 AOI211_X2N_A9PP84TSL_C14 ,0.010,0.014190476190476194,0.019
 SDFFXRPQ_X3N_A9PP84TL_C16 ,0.024,0.04700000000000001,0.093
 OR2_X1N_A9PP84TR_C16 ,0.015,0.022129629629629628,0.059
 NAND2_X6F_A9PP84TSL_C14 ,0.016,0.017,0.018
 NAND2_X2F_A9PP84TL_C14 ,0.011,0.011500000000000019,0.012
 NAND3_X2R_A9PP84TSL_C14 ,0.009,0.009,0.009
 INV_X10F_A9PP84TL_C14 ,0.004,0.004,0.004
 NAND3_X6R_A9PP84TL_C14 ,0.012,0.012,0.012
 SDFFXSQ_X4N_A9PP84TSL_C16 ,0.026,0.027207920792079184,0.060
 XOR2_X2N_A9PP84TSL_C14 ,0.021,0.021,0.021
 SDFFYRPQ2D_X2N_A9PP84TL_C16 ,0.030,0.0343888888888889,0.043
 PREICG_X1R_A9PP84TL_C16 ,0.018,0.06533333333333334,0.082
 AO211_X2N_A9PP84TSL_C14 ,0.020,0.026410256410256423,0.032
 INV_X14F_A9PP84TSL_C14 ,0.006,0.010959798994974807,0.015
 INV_X24N_DCAP32_A9PP84TL_C14 ,0.002,0.008607118851505365,0.020
 SDFFRPQH_X2N_A9PP84TL_C16 ,0.040,0.04,0.040
 NOR2_X1R_A9PP84TSL_C16 ,0.008,0.008000000000000002,0.008
 BUFH_X1N_A9PP84TR_C14 ,0.010,0.016750000000000004,0.031
 NAND2_X6F_A9PP84TSL_C16 ,0.010,0.01,0.010
 BUF_X3N_A9PP84TR_C14 ,0.018,0.018,0.018
 INV_X10F_A9PP84TL_C16 ,0.006,0.006,0.006
 AOI22_X4R_A9PP84TSL_C14 ,0.011,0.0118,0.013
 XNOR2_X4TN_A9PP84TR_C16 ,0.015,0.015,0.015
 INV_X2R_A9PP84TSL_C14 ,0.005,0.008400000000000006,0.012
 BUFH_X1N_A9PP84TL_C14 ,0.008,0.013272727272727276,0.022
 BUFH_X1N_A9PP84TR_C16 ,0.009,0.025361581920903903,0.070
 NOR2_X6TN_A9PP84TSL_C14 ,0.008,0.0135,0.025
 BUF_X3N_A9PP84TR_C16 ,0.016,0.02236363636363636,0.027
 INVP_X1R_A9PP84TR_C14 ,0.033,0.03394117647058825,0.034
 NAND2_X1R_A9PP84TSL_C14 ,0.009,0.0128421052631579,0.025
 OR2_X2N_A9PP84TSL_C14 ,0.012,0.025750000000000006,0.027
 BUFH_X1N_A9PP84TL_C16 ,0.008,0.010333333333333333,0.022
 NOR3_X4F_A9PP84TSL_C14 ,0.011,0.0185,0.026
 AOI22_X2N_A9PP84TSL_C14 ,0.011,0.014785714285714291,0.027
 NOR2_X1R_A9PP84TR_C14 ,0.012,0.012,0.012
 MX2_X1N_A9PP84TSL_C16 ,0.023,0.023,0.023
 INVP_X1R_A9PP84TR_C16 ,0.012,0.036962962962962934,0.125
 INV_X8N_A9PP84TR_C14 ,0.005,0.006500000000000003,0.011
 OAI21_X2N_A9PP84TR_C14 ,0.037,0.037,0.037
 NAND2_X1R_A9PP84TSL_C16 ,0.017,0.018000000000000002,0.019
 BUFH_X16N_A9PP84TSL_C14 ,0.008,0.011999999999999863,0.018
 INV_X8N_A9PP84TSL_C14 ,0.006,0.009902255639097742,0.016
 PREICG_X8N_A9PP84TL_C14 ,0.050,0.05053333333333335,0.052
 NOR4_X2F_A9PP84TR_C14 ,0.021,0.021,0.021
 INV_X8N_A9PP84TL_C14 ,0.005,0.006,0.007
 NOR2_X1R_A9PP84TR_C16 ,0.007,0.02377142857142858,0.082
 OAI21_X2N_A9PP84TSL_C14 ,0.012,0.014421052631578954,0.019
 PREICG_X7R_A9PP84TL_C14 ,0.020,0.031626666666666664,0.038
 MXT2_X4N_A9PP84TR_C14 ,0.023,0.025599999999999994,0.031
 INV_X8N_A9PP84TR_C16 ,0.005,0.005,0.005
 AOI22_X3F_A9PP84TR_C14 ,0.013,0.013,0.013
 INV_X16F_A9PP84TR_C14 ,0.004,0.0048000000000000004,0.005
 NOR3_X1P5F_A9PP84TSL_C14 ,0.006,0.013369636963696285,0.025
 NAND3BB_X2N_A9PP84TSL_C14 ,0.012,0.01973121869782945,0.026
 MXT2_X4N_A9PP84TL_C14 ,0.014,0.021287392325762988,0.036
 INV_X8N_A9PP84TL_C16 ,0.007,0.007,0.007
 PREICG_X14N_A9PP84TL_C14 ,0.021,0.02561904761904763,0.031
 NOR2_X3F_A9PP84TSL_C14 ,0.006,0.010268292682926835,0.012
 AOI21_X1N_A9PP84TSL_C14 ,0.011,0.018560000000000007,0.036
 OA21_X2N_A9PP84TSL_C14 ,0.019,0.019000000000000097,0.019
 SDFFXRPQ_X1N_A9PP84TSL_C16 ,0.046,0.046,0.046
 INV_X24N_A9PP84TSL_C14 ,0.009,0.010499999999999999,0.012
 MXT2_X4N_A9PP84TR_C16 ,0.018,0.023666666666666666,0.027
 PREICG_X7R_A9PP84TL_C16 ,0.020,0.02,0.020
 AOI22_X3F_A9PP84TR_C16 ,0.020,0.02,0.020
 NOR3_X6F_A9PP84TL_C14 ,0.015,0.0165,0.018
 OR4_X1N_A9PP84TSL_C14 ,0.023,0.023,0.023
 AOI22_X1N_A9PP84TR_C14 ,0.026,0.026,0.026
 sdffq_x1_hd_9t_rvt ,0.027,0.034181818181818195,0.055
 DFFRPQ_X4N_A9PP84TL_C14 ,0.058,0.058,0.058
 NAND2_X6N_A9PP84TR_C14 ,0.018,0.018,0.018
 AOI31_X3N_A9PP84TL_C14 ,0.020,0.02,0.020
 BUFH_X8N_A9PP84TSL_C14 ,0.010,0.013030878859857398,0.020
 MXT2_X4N_A9PP84TL_C16 ,0.019,0.01925,0.020
 PREICG_X14N_A9PP84TL_C16 ,0.025,0.030285714285714284,0.032
 BUFH_X7N_A9PP84TR_C14 ,0.010,0.011580645161290329,0.016
 AOI21_X1N_A9PP84TSL_C16 ,0.020,0.022250000000000002,0.027
 OAI31_X2N_A9PP84TSL_C14 ,0.022,0.022,0.022
 AOI21B_X1N_A9PP84TSL_C14 ,0.014,0.021636363636363634,0.031
 AOI22_X1N_A9PP84TL_C14 ,0.018,0.01933333333333333,0.023
 AOI22_X6F_A9PP84TSL_C14 ,0.019,0.019,0.019
 AOI31_X3N_A9PP84TR_C16 ,0.021,0.021,0.021
 AO21B_X1N_A9PP84TSL_C14 ,0.009,0.015000000000000001,0.020
 BUF_X2N_A9PP84TSL_C14 ,0.015,0.01575,0.018
 INV_X14N_A9PP84TL_C14 ,0.011,0.011,0.011
 INV_X4F_A9PP84TSL_C14 ,0.005,0.00956633813495046,0.015
 BUFH_X7N_A9PP84TL_C14 ,0.008,0.013333333333333334,0.017
 AOI22_X1N_A9PP84TR_C16 ,0.026,0.026,0.026
 DFFRPQ_X4N_A9PP84TL_C16 ,0.063,0.063,0.063
 AOI31_X1N_A9PP84TSL_C14 ,0.024,0.025500000000000002,0.027
 INV_X14N_A9PP84TR_C16 ,0.005,0.005,0.005
 BUFH_X7N_A9PP84TR_C16 ,0.010,0.013624999999999996,0.022
 XOR2_X3N_A9PP84TR_C14 ,0.015,0.015000000000000005,0.015
 NAND2_X3F_A9PP84TSL_C14 ,0.008,0.011000000000000001,0.015
 DFFRPQ_X2N_A9PP84TSL_C16 ,0.053,0.053,0.053
 OA21A1OI2_X3N_A9PP84TR_C16 ,0.021,0.021,0.021
 AO21B_X1N_A9PP84TSL_C16 ,0.022,0.024,0.029
 NOR2_X6R_A9PP84TSL_C14 ,0.014,0.014,0.014
 INV_X12N_DCAP16_A9PP84TL_C14 ,0.003,0.012310733683141931,0.031
 OAI211_X1P5N_A9PP84TSL_C14 ,0.010,0.01578260869565218,0.022
 INV_X5F_A9PP84TR_C14 ,0.007,0.009333333333333334,0.014
 OAI22_X4N_A9PP84TL_C14 ,0.013,0.013,0.013
 NOR3BB_X1N_A9PP84TSL_C14 ,0.017,0.0186,0.025
 NOR2_X3TN_A9PP84TSL_C14 ,0.006,0.007538461538461541,0.009
 XOR2_X3N_A9PP84TR_C16 ,0.018,0.0195,0.021
 NAND2_X4TN_A9PP84TSL_C14 ,0.009,0.009,0.009
 BUFH_X14N_A9PP84TR_C14 ,0.009,0.012083333333333333,0.015
 MX2_X2N_A9PP84TR_C16 ,0.028,0.033,0.038
 INV_X5F_A9PP84TL_C14 ,0.013,0.013,0.013
 INV_X20F_A9PP84TSL_C14 ,0.011,0.011003478260869632,0.013
 AOI22_X1R_A9PP84TSL_C14 ,0.010,0.015281250000000007,0.024
 AOI211_X1P5N_A9PP84TSL_C14 ,0.010,0.013571428571428571,0.022
 INV_X5F_A9PP84TR_C16 ,0.024,0.03341176470588237,0.034
 BUFH_X14N_A9PP84TL_C14 ,0.011,0.011,0.011
 NOR2_X3TN_A9PP84TSL_C16 ,0.012,0.012,0.012
 SDFFRPQ_X4N_A9PP84TSL_C14 ,0.011,0.010999999999999977,0.011
 INV_X3N_A9PP84TR_C14 ,0.006,0.012303370786516863,0.032
 NOR2_X4N_A9PP84TSL_C14 ,0.007,0.01,0.013
 OAI211_X3N_A9PP84TL_C14 ,0.016,0.016,0.016
 SDFFXRPQ_X4N_A9PP84TR_C14 ,0.034,0.034,0.034
 BUFH_X14N_A9PP84TR_C16 ,0.020,0.02,0.020
 INV_X7R_A9PP84TSL_C14 ,0.005,0.010446808510638256,0.015
 INV_X5F_A9PP84TL_C16 ,0.005,0.0115,0.012
 PREICG_X3N_A9PP84TL_C14 ,0.026,0.04530549898167022,0.089
 INV_X3N_A9PP84TL_C14 ,0.007,0.01,0.026
 INV_X2R_A9PP84TR_C14 ,0.011,0.012307692307692313,0.021
 SDFFXRPQ_X4N_A9PP84TL_C14 ,0.030,0.03,0.030
 NOR3_X1F_A9PP84TSL_C14 ,0.011,0.015333333333333332,0.023
 INV_X3N_A9PP84TR_C16 ,0.008,0.01575,0.036
 PREICG_X2R_A9PP84TL_C14 ,0.024,0.04379999999999999,0.056
 NAND2_X6R_A9PP84TSL_C14 ,0.006,0.011954545454545456,0.020
 OAI211_X3N_A9PP84TL_C16 ,0.016,0.016,0.016
 INV_X2R_A9PP84TL_C14 ,0.009,0.0195,0.030
 NAND4_X4N_A9PP84TL_C16 ,0.022,0.022,0.022
 NAND2_X3F_A9PP84TR_C14 ,0.015,0.015,0.015
 OR2_X2N_A9PP84TL_C14 ,0.016,0.017802249851983275,0.030
 PREICG_X3N_A9PP84TL_C16 ,0.029,0.0368,0.051
 NOR2XB_X2N_A9PP84TSL_C14 ,0.009,0.011769230769230761,0.018
 INV_X14R_A9PP84TSL_C14 ,0.004,0.0080625,0.014
 INV_X3N_A9PP84TL_C16 ,0.006,0.018000000000000002,0.048
 INV_X2R_A9PP84TR_C16 ,0.008,0.017558139534883697,0.056
 SDFFXRPQ_X4N_A9PP84TL_C16 ,0.075,0.078,0.081
 BUF_X10N_A9PP84TR_C14 ,0.014,0.014076923076923086,0.015
 INV_X32R_A9PP84TR_C14 ,0.018,0.01888888888888889,0.019
 INV_X5N_A9PP84TSL_C14 ,0.005,0.009750000000000003,0.018
 OR2_X2N_A9PP84TR_C16 ,0.020,0.0322,0.042
 DLY4_X4N_A9PP84TR_C16 ,0.048,0.08511864406779658,0.112
 SDFFRPQH_X3N_A9PP84TR_C16 ,0.046,0.049,0.052
 PREICG_X2R_A9PP84TL_C16 ,0.028,0.04580769230769233,0.058
 INVP_X1N_A9PP84TSL_C16 ,0.031,0.031,0.031
 AOI22_X6R_A9PP84TR_C14 ,0.013,0.0154,0.016
 SDFFRPQ_X1N_A9PP84TR_C14 ,0.040,0.05615000000000001,0.113
 INV_X2R_A9PP84TL_C16 ,0.009,0.023360000000000006,0.036
 BUF_X10N_A9PP84TL_C14 ,0.009,0.009,0.009
 BUF_X10N_A9PP84TSL_C14 ,0.013,0.016181854199683376,0.020
 NAND2_X1N_A9PP84TR_C14 ,0.030,0.03,0.030
 NAND2_X4N_A9PP84TSL_C14 ,0.014,0.014,0.014
 BUFH_X2N_A9PP84TR_C14 ,0.017,0.017,0.017
 BUF_X4N_A9PP84TR_C14 ,0.015,0.023805555555555566,0.037
 SDFFRPQ_X1N_A9PP84TL_C14 ,0.037,0.03728571428571429,0.038
 NAND2B_X1N_A9PP84TSL_C14 ,0.015,0.0162,0.017
 NOR4_X3N_A9PP84TSL_C14 ,0.019,0.019000000000000097,0.019
 INV_X12N_A9PP84TSL_C14 ,0.008,0.010611111111111118,0.016
 NAND2_X1N_A9PP84TL_C14 ,0.022,0.023,0.024
 MX2_X8N_A9PP84TR_C14 ,0.014,0.016900000000000012,0.021
 XOR2_X2TN_A9PP84TR_C14 ,0.010,0.012916666666666667,0.020
 SDFFRPQ_X1N_A9PP84TR_C16 ,0.028,0.06457458563535905,0.113
 BUFH_X2N_A9PP84TL_C14 ,0.030,0.030000000000000006,0.030
 BUF_X4N_A9PP84TL_C14 ,0.012,0.021666666666666667,0.062
 INV_X20R_A9PP84TR_C16 ,0.009,0.013999999999999999,0.024
 NAND2_X1N_A9PP84TR_C16 ,0.029,0.0344,0.042
 NOR2_X8F_A9PP84TSL_C14 ,0.009,0.0095,0.010
 AOI21_X6N_A9PP84TSL_C14 ,0.009,0.01800000000000001,0.029
 OAI22_X1F_A9PP84TR_C16 ,0.008,0.01394444444444445,0.033
 BUFH_X2N_A9PP84TR_C16 ,0.013,0.047678571428571424,0.074
 MX2_X8N_A9PP84TL_C14 ,0.020,0.02,0.020
 BUF_X4N_A9PP84TR_C16 ,0.014,0.027160000000000014,0.029
 MXT2_X4N_A9PP84TSL_C14 ,0.015,0.01554545454545455,0.017
 INV_X1P5F_A9PP84TR_C16 ,0.013,0.023043478260869565,0.046
 INV_X12N_A9PP84TSL_C16 ,0.005,0.005,0.005
 BUFH_X5N_A9PP84TSL_C14 ,0.008,0.01412327044025149,0.018
 NAND2_X1N_A9PP84TL_C16 ,0.023,0.024333333333333335,0.025
 BUFH_X2N_A9PP84TL_C16 ,0.013,0.036,0.056
 AND2_X2N_A9PP84TSL_C14 ,0.014,0.0219232053422372,0.031
 AOI22_X3F_A9PP84TSL_C14 ,0.014,0.014,0.014
 OAI31_X1N_A9PP84TR_C16 ,0.025,0.028999999999999998,0.037
 AOI21_X6N_A9PP84TSL_C16 ,0.030,0.03,0.030
 AO21A1AI2_X4N_A9PP84TSL_C14 ,0.010,0.01,0.010
 OAI211_X2N_A9PP84TSL_C14 ,0.012,0.016205128205128212,0.020
 NOR2_X1P5N_A9PP84TSL_C14 ,0.008,0.008,0.008
 NAND2_X1TN_A9PP84TSL_C14 ,0.015,0.015,0.015
 DLY2_X1N_A9PP84TR_C16 ,0.014,0.02918309859154929,0.057
 MXT2_X4N_A9PP84TSL_C16 ,0.018,0.018,0.018
 OAI21_X3N_A9PP84TR_C14 ,0.011,0.012,0.013
 BUF_X7N_A9PP84TSL_C14 ,0.013,0.01688301119023392,0.025
 NOR3_X2N_A9PP84TSL_C14 ,0.007,0.008684210526315789,0.011
 AOI21_X1P5N_A9PP84TL_C14 ,0.022,0.022,0.022
 NAND4_X3N_A9PP84TSL_C14 ,0.012,0.015764705882352945,0.019
 AND2_X2N_A9PP84TSL_C16 ,0.016,0.016,0.016
 NOR2_X2R_A9PP84TR_C16 ,0.011,0.011,0.011
 INV_X8R_A9PP84TR_C14 ,0.016,0.016,0.016
 NOR2_X3R_A9PP84TSL_C14 ,0.010,0.010499999999999999,0.011
 AOI211_X4N_A9PP84TSL_C14 ,0.010,0.01430434782608696,0.021
 BUF_X28N_A9PP84TR_C14 ,0.014,0.014,0.014
 AOI22_X4F_A9PP84TR_C14 ,0.014,0.01457142857142857,0.015
 NOR3XXB_X2N_A9PP84TSL_C14 ,0.015,0.015000000000000005,0.015
 INV_X16F_A9PP84TSL_C14 ,0.006,0.009911111111111117,0.012
 INV_X8R_A9PP84TR_C16 ,0.008,0.0085,0.009
 BUF_X16N_A9PP84TR_C14 ,0.011,0.014212121212121221,0.017
 AOI22_X6R_A9PP84TSL_C14 ,0.010,0.010666666666666666,0.012
 OA21A1OI2_X1N_A9PP84TSL_C14 ,0.017,0.017,0.017
 PREICG_X14R_A9PP84TL_C14 ,0.021,0.022000000000000002,0.024
 NOR2_X1N_A9PP84TSL_C14 ,0.009,0.0118,0.021
 INV_X4R_A9PP84TSL_C14 ,0.005,0.009879310344827584,0.015
 NAND2_X1P5R_A9PP84TSL_C14 ,0.009,0.009,0.009
 AOI31_X4N_A9PP84TL_C14 ,0.010,0.01,0.010
 NAND3_X2N_A9PP84TSL_C14 ,0.019,0.02090909090909091,0.024
 BUFH_X8N_A9PP84TR_C14 ,0.010,0.011555555555555557,0.024
 NOR4_X1N_A9PP84TR_C16 ,0.030,0.0385,0.050
 BUF_X16N_A9PP84TR_C16 ,0.011,0.018,0.024
 AOI22_X2N_A9PP84TL_C14 ,0.014,0.014666666666666666,0.015
 AOI22_X1R_A9PP84TR_C14 ,0.025,0.026500000000000003,0.028
 NAND2_X6R_A9PP84TR_C14 ,0.007,0.0077647058823529435,0.009
 SDFFRPQ_X1N_A9PP84TSL_C16 ,0.027,0.03833333333333334,0.048
 INV_X14R_A9PP84TR_C14 ,0.004,0.009375,0.013
 NAND2_X3R_A9PP84TSL_C14 ,0.007,0.009181818181818182,0.012
 AO21B_X1N_A9PP84TL_C14 ,0.008,0.008,0.008
 NOR2_X1N_A9PP84TSL_C16 ,0.007,0.007,0.007
 AOI21_X6N_A9PP84TR_C14 ,0.010,0.032818181818181816,0.041
 NAND2_X1P5R_A9PP84TSL_C16 ,0.013,0.013,0.013
 AOI22_X1R_A9PP84TL_C14 ,0.020,0.024333333333333332,0.027
 INV_X4R_A9PP84TSL_C16 ,0.010,0.018,0.026
 AOI22_X4N_A9PP84TSL_C14 ,0.012,0.012,0.012
 XOR2_X4N_A9PP84TR_C14 ,0.012,0.013920000000000005,0.018
 NAND2_X6R_A9PP84TL_C14 ,0.007,0.007333333333333333,0.008
 BUFH_X8N_A9PP84TR_C16 ,0.015,0.016812500000000008,0.017
 AO21B_X1N_A9PP84TR_C16 ,0.025,0.025,0.025
