 Libcell,Min_delay,Avg_delay,Max_delay
 MX2_X3N_A9PP84TR_C14 ,0.014,0.016,0.018
 NOR2_X8TN_A9PP84TSL_C14 ,0.011,0.015937499999999997,0.030
 BUFH_X10N_A9PP84TSL_C14 ,0.009,0.013928880643166821,0.021
 AOI21_X6N_A9PP84TL_C14 ,0.028,0.028999999999999998,0.030
 AOI22_X1R_A9PP84TR_C16 ,0.014,0.033166666666666664,0.047
 INV_X2N_A9PP84TSL_C14 ,0.006,0.013393939393939399,0.063
 NAND2_X6R_A9PP84TR_C16 ,0.014,0.014,0.014
 INV_X20R_A9PP84TSL_C14 ,0.005,0.0070716666666666775,0.009
 NAND2_X3R_A9PP84TSL_C16 ,0.010,0.01,0.010
 AO22_X1N_A9PP84TSL_C14 ,0.016,0.019500000000000003,0.021
 INV_X6F_A9PP84TR_C14 ,0.026,0.026,0.026
 AOI21_X6N_A9PP84TR_C16 ,0.018,0.030999999999999993,0.044
 AOI22_X1R_A9PP84TL_C16 ,0.022,0.022,0.022
 AO22_X1N_A9PP84TL_C14 ,0.017,0.017,0.017
 INV_X28R_A9PP84TSL_C14 ,0.010,0.012,0.014
 XOR2_X4N_A9PP84TR_C16 ,0.014,0.014,0.014
 NAND2_X1N_A9PP84TSL_C14 ,0.009,0.016647058823529418,0.090
 INV_X6F_A9PP84TL_C14 ,0.010,0.01,0.010
 OAI21_X4N_A9PP84TSL_C14 ,0.009,0.012666666666666666,0.015
 SDFFXRPQ_X3N_A9PP84TSL_C14 ,0.015,0.014999999999999979,0.015
 INV_X2N_A9PP84TSL_C16 ,0.008,0.05289361702127663,0.076
 AO22_X1N_A9PP84TR_C16 ,0.013,0.02573913043478262,0.031
 OAI211_X4N_A9PP84TR_C14 ,0.012,0.014666666666666666,0.020
 AO21A1AI2_X1N_A9PP84TR_C16 ,0.008,0.03013513513513514,0.050
 OAI22_X4R_A9PP84TR_C16 ,0.017,0.017,0.017
 AO211_X1N_A9PP84TR_C16 ,0.031,0.031,0.031
 BUF_X24N_A9PP84TSL_C14 ,0.011,0.01696000000000001,0.021
 INV_X4N_A9PP84TR_C14 ,0.006,0.009647058823529411,0.017
 AO22_X1N_A9PP84TL_C16 ,0.018,0.018666666666666665,0.020
 NAND2_X1N_A9PP84TSL_C16 ,0.024,0.0245,0.025
 OAI211_X4N_A9PP84TL_C14 ,0.017,0.017,0.017
 XNOR2_X2TN_A9PP84TSL_C14 ,0.014,0.014,0.014
 AOI21_X3N_A9PP84TSL_C14 ,0.010,0.018875000000000006,0.050
 AND2_X1N_A9PP84TR_C14 ,0.027,0.027,0.027
 AO21A1AI2_X1N_A9PP84TL_C16 ,0.023,0.0265,0.030
 PREICG_X4N_A9PP84TL_C14 ,0.017,0.03904727272727268,0.066
 NAND4_X2R_A9PP84TSL_C14 ,0.009,0.015277777777777779,0.019
 MXT2_X1N_A9PP84TSL_C14 ,0.018,0.028999999999999998,0.043
 INV_X4N_A9PP84TL_C14 ,0.004,0.0281,0.044
 INV_X3R_A9PP84TR_C14 ,0.012,0.0165,0.021
 BUFH_X2N_A9PP84TSL_C14 ,0.010,0.02001518883415458,0.031
 AND2_X1N_A9PP84TL_C14 ,0.023,0.023,0.023
 SDFFRPQH_X4N_A9PP84TR_C14 ,0.040,0.04292307692307692,0.045
 PREICG_X3R_A9PP84TL_C14 ,0.032,0.04029032258064518,0.054
 INV_X4N_A9PP84TR_C16 ,0.009,0.04263636363636363,0.046
 OAI211_X4N_A9PP84TL_C16 ,0.016,0.016,0.016
 INV_X3R_A9PP84TL_C14 ,0.007,0.036,0.063
 NAND2_X4F_A9PP84TR_C14 ,0.014,0.014,0.014
 AND2_X1N_A9PP84TR_C16 ,0.015,0.02333035714285714,0.043
 INV_X12F_A9PP84TR_C14 ,0.006,0.006888888888888888,0.010
 PREICG_X4N_A9PP84TL_C16 ,0.024,0.030555555555555572,0.052
 MXT2_X1N_A9PP84TSL_C16 ,0.024,0.0268,0.032
 SDFFRPQH_X4N_A9PP84TL_C14 ,0.036,0.03599999999999999,0.036
 DFFRPQ_X4N_A9PP84TSL_C14 ,0.033,0.048961871750432956,0.059
 INV_X4N_A9PP84TL_C16 ,0.007,0.007,0.007
 PREICG_X10N_A9PP84TL_C14 ,0.020,0.02241860465116278,0.033
 BUF_X4N_A9PP84TSL_C14 ,0.008,0.01018502899314723,0.045
 BUFH_X2N_A9PP84TSL_C16 ,0.012,0.012950000000000007,0.013
 INV_X3R_A9PP84TR_C16 ,0.007,0.017,0.029
 INV_X6F_A9PP84TSL_C14 ,0.005,0.0101404494382021,0.016
 NOR3BB_X2N_A9PP84TL_C14 ,0.022,0.022,0.022
 AND2_X1N_A9PP84TL_C16 ,0.029,0.029,0.029
 OA211_X2N_A9PP84TSL_C14 ,0.023,0.023,0.023
 SDFFRPQH_X4N_A9PP84TR_C16 ,0.045,0.047799999999999995,0.055
 AOI31_X3N_A9PP84TSL_C14 ,0.012,0.012,0.012
 PREICG_X3R_A9PP84TL_C16 ,0.036,0.0505,0.057
 INV_X3R_A9PP84TL_C16 ,0.007,0.01525,0.061
 INV_X12F_A9PP84TR_C16 ,0.005,0.005666666666666667,0.007
 AOI211_X1N_A9PP84TSL_C14 ,0.015,0.018142857142857145,0.031
 SDFFRPQH_X4N_A9PP84TL_C16 ,0.031,0.0361818181818182,0.039
 INV_X10N_A9PP84TR_C14 ,0.004,0.006380952380952383,0.016
 BUF_X4N_A9PP84TSL_C16 ,0.014,0.0198,0.028
 BUFH_X3N_A9PP84TR_C14 ,0.018,0.0285,0.039
 INV_X1P5F_A9PP84TSL_C14 ,0.006,0.01462831858407078,0.061
 SDFFXSQ_X3N_A9PP84TSL_C16 ,0.027,0.027176470588235305,0.030
 XOR2_X1N_A9PP84TSL_C14 ,0.006,0.015166666666666669,0.020
 NOR2_X8R_A9PP84TSL_C14 ,0.033,0.033,0.033
 BUF_X5N_A9PP84TR_C14 ,0.011,0.021,0.026
 SDFFRPQ_X2N_A9PP84TL_C14 ,0.036,0.036,0.036
 AO211_X1N_A9PP84TSL_C14 ,0.020,0.022699999999999994,0.027
 OR3_X2N_A9PP84TSL_C14 ,0.028,0.028,0.028
 NAND2_X2N_A9PP84TL_C14 ,0.020,0.02,0.020
 INV_X10N_A9PP84TL_C14 ,0.012,0.012,0.012
 SDFFRPQ_X2N_A9PP84TR_C16 ,0.048,0.06801515151515153,0.107
 BUFH_X3N_A9PP84TL_C14 ,0.010,0.01,0.010
 BUF_X5N_A9PP84TL_C14 ,0.015,0.015,0.015
 AOI21_X1N_A9PP84TR_C14 ,0.033,0.035333333333333335,0.037
 NAND2_X2N_A9PP84TR_C16 ,0.018,0.06899999999999999,0.120
 SDFFXSQ_X1N_A9PP84TR_C14 ,0.036,0.036,0.036
 AOI22_X3R_A9PP84TSL_C14 ,0.012,0.0135,0.016
 INV_X1P5F_A9PP84TSL_C16 ,0.006,0.006,0.006
 BUFH_X3N_A9PP84TR_C16 ,0.035,0.038000000000000006,0.041
 BUF_X5N_A9PP84TR_C16 ,0.015,0.015000000000000008,0.015
 SDFFRPQ_X2N_A9PP84TL_C16 ,0.064,0.064,0.064
 AOI21_X1N_A9PP84TL_C14 ,0.022,0.022,0.022
 NAND2_X2N_A9PP84TL_C16 ,0.020,0.0205,0.021
 NAND2_X1R_A9PP84TR_C16 ,0.008,0.017800000000000003,0.026
 NAND2_X6TN_A9PP84TSL_C14 ,0.009,0.013500000000000009,0.016
 NOR2_X6N_A9PP84TSL_C14 ,0.011,0.011,0.011
 OAI22_X2N_A9PP84TSL_C14 ,0.013,0.014695652173913052,0.016
 AOI21_X1N_A9PP84TR_C16 ,0.006,0.025090909090909094,0.048
 MX2_X8N_A9PP84TSL_C14 ,0.010,0.0218456260720413,0.022
 NAND2_X1R_A9PP84TL_C16 ,0.018,0.018,0.018
 BUFH_X10N_A9PP84TR_C14 ,0.009,0.012249999999999999,0.017
 DLY2_X2N_A9PP84TR_C16 ,0.017,0.023157894736842106,0.035
 OAI21_X4N_A9PP84TR_C14 ,0.011,0.011333333333333334,0.012
 AOI21_X1N_A9PP84TL_C16 ,0.025,0.029249999999999998,0.034
 OR2_X1N_A9PP84TSL_C14 ,0.014,0.017375,0.019
 AOI22_X1N_A9PP84TSL_C14 ,0.011,0.016366666666666675,0.022
 OA22_X2N_A9PP84TSL_C14 ,0.023,0.02366666666666667,0.024
 NAND2_X8R_A9PP84TSL_C14 ,0.007,0.008906976744186052,0.016
 NOR4BB_X1N_A9PP84TSL_C14 ,0.029,0.029,0.029
 NOR4_X4F_A9PP84TR_C14 ,0.028,0.028,0.028
 BUFH_X10N_A9PP84TL_C14 ,0.009,0.009,0.009
 NOR2_X3R_A9PP84TR_C16 ,0.009,0.009,0.009
 INV_X16R_A9PP84TSL_C14 ,0.005,0.0066148255813953125,0.014
 AOI211_X1N_A9PP84TL_C14 ,0.027,0.027,0.027
 BUFH_X10N_A9PP84TR_C16 ,0.009,0.010142857142857144,0.013
 MXT2_X6N_A9PP84TR_C14 ,0.020,0.021416666666666664,0.024
 INV_X7N_A9PP84TSL_C14 ,0.006,0.009428571428571434,0.014
 AOI211_X1N_A9PP84TR_C16 ,0.007,0.03586666666666667,0.046
 MXT2_X6N_A9PP84TL_C14 ,0.016,0.0175,0.019
 PREICG_X16N_A9PP84TL_C14 ,0.013,0.020394329896907013,0.036
 BUF_X12N_A9PP84TSL_C14 ,0.027,0.027,0.027
 NAND2_X6N_A9PP84TSL_C14 ,0.009,0.01309090909090909,0.018
 MXT2_X6N_A9PP84TR_C16 ,0.025,0.025,0.025
 AOI22BB_X1N_A9PP84TL_C14 ,0.018,0.019999999999999997,0.022
 INV_X14N_A9PP84TSL_C14 ,0.005,0.0054696969696969725,0.014
 AOI22_X3N_A9PP84TR_C14 ,0.014,0.01457142857142857,0.015
 NOR2_X2F_A9PP84TSL_C14 ,0.005,0.012894736842105273,0.023
 NOR2B_X2N_A9PP84TSL_C14 ,0.018,0.022858333333333328,0.027
 XOR2_X4TN_A9PP84TR_C14 ,0.015,0.015,0.015
 AOI22BB_X1N_A9PP84TR_C16 ,0.009,0.018,0.027
 PREICG_X16N_A9PP84TL_C16 ,0.018,0.03238129496402876,0.033
 INVP_X1F_A9PP84TR_C14 ,0.017,0.018384615384615388,0.029
 OA21B_X1N_A9PP84TSL_C14 ,0.027,0.027,0.027
 AOI22_X2R_A9PP84TR_C14 ,0.017,0.017,0.017
 AOI2XB1_X2N_A9PP84TSL_C14 ,0.008,0.008,0.008
 MXT2_X6N_A9PP84TSL_C14 ,0.013,0.015533333333333335,0.022
 AO21B_X2N_A9PP84TL_C14 ,0.015,0.021,0.023
 BUFH_X7N_A9PP84TSL_C14 ,0.010,0.013659523090854234,0.025
 AOI22_X2R_A9PP84TL_C14 ,0.014,0.014,0.014
 NAND3_X3R_A9PP84TL_C16 ,0.020,0.02,0.020
 INVP_X1F_A9PP84TR_C16 ,0.005,0.03505161290322581,0.093
 MX2_X4N_A9PP84TR_C14 ,0.013,0.01639344262295083,0.027
 INV_X3F_A9PP84TSL_C14 ,0.007,0.010051020408163273,0.015
 OAI211_X4N_A9PP84TSL_C14 ,0.013,0.016125,0.019
 XOR2_X4TN_A9PP84TL_C16 ,0.014,0.014,0.014
 MXT2_X6N_A9PP84TSL_C16 ,0.016,0.01625,0.017
 NOR3_X4N_A9PP84TSL_C14 ,0.011,0.011,0.011
 AO21B_X2N_A9PP84TL_C16 ,0.015,0.0165,0.018
 INV_X7F_A9PP84TR_C14 ,0.008,0.008,0.008
 NOR2_X1F_A9PP84TR_C16 ,0.009,0.009,0.009
 MX2_X4N_A9PP84TL_C14 ,0.014,0.014,0.014
 AOI22_X1P5F_A9PP84TSL_C14 ,0.022,0.022,0.022
 NAND2_X2F_A9PP84TSL_C14 ,0.009,0.012333333333333333,0.017
 BUFH_X16N_A9PP84TR_C14 ,0.010,0.011142857142857144,0.014
 NAND2XB_X2N_A9PP84TSL_C14 ,0.009,0.00910517529215362,0.015
 NOR2_X2TN_A9PP84TSL_C14 ,0.005,0.0055,0.006
 MX2_X4N_A9PP84TR_C16 ,0.019,0.019,0.019
 NOR2_X1F_A9PP84TL_C16 ,0.038,0.038,0.038
 INV_X3F_A9PP84TSL_C16 ,0.015,0.015,0.015
 NAND2_X3TN_A9PP84TSL_C14 ,0.011,0.011,0.011
 MXIT2_X1N_A9PP84TR_C16 ,0.019,0.019,0.019
 NAND3_X6R_A9PP84TSL_C14 ,0.013,0.016,0.019
 INV_X10F_A9PP84TSL_C14 ,0.005,0.009106865284973875,0.016
 AO21A1AI2_X2N_A9PP84TR_C16 ,0.023,0.023,0.023
 INV_X5N_A9PP84TR_C14 ,0.006,0.03316666666666668,0.045
 AND2_X2N_A9PP84TR_C14 ,0.021,0.021,0.021
 AO21A1AI2_X2N_A9PP84TL_C16 ,0.017,0.017,0.017
 PREICG_X5N_A9PP84TL_C14 ,0.024,0.040702702702702744,0.052
 INV_X5N_A9PP84TL_C14 ,0.006,0.006,0.006
 INV_X4R_A9PP84TR_C14 ,0.009,0.009,0.009
 OA21A1OI2_X3N_A9PP84TSL_C14 ,0.014,0.014,0.014
 NOR2_X3N_A9PP84TSL_C14 ,0.010,0.012000000000000002,0.015
 AND2_X2N_A9PP84TL_C14 ,0.014,0.016,0.018
 SDFFSQ_X2N_A9PP84TR_C14 ,0.041,0.041066666666666626,0.042
 BUF_X24N_A9PP84TR_C14 ,0.017,0.017,0.017
 MXT2_X1N_A9PP84TR_C14 ,0.030,0.03,0.030
 INV_X6R_A9PP84TSL_C14 ,0.004,0.0064117366412214825,0.043
 PREICG_X4R_A9PP84TL_C14 ,0.009,0.030144927536231898,0.067
 INV_X5N_A9PP84TR_C16 ,0.005,0.008363636363636363,0.010
 NAND3_X4N_A9PP84TSL_C14 ,0.008,0.010499999999999999,0.013
 NAND2_X1P5R_A9PP84TL_C14 ,0.004,0.0045663430420711856,0.025
 INV_X4R_A9PP84TL_C14 ,0.008,0.008,0.008
 AND2_X2N_A9PP84TR_C16 ,0.020,0.0235,0.027
 PREICG_X5N_A9PP84TL_C16 ,0.043,0.046113207547169834,0.048
 INV_X5N_A9PP84TL_C16 ,0.006,0.011600000000000001,0.032
 MXT2_X1N_A9PP84TL_C14 ,0.033,0.033,0.033
 INV_X4R_A9PP84TR_C16 ,0.010,0.01,0.010
 BUF_X12N_A9PP84TR_C14 ,0.015,0.017700000000000007,0.020
 SDFFRPQ_X3N_A9PP84TSL_C16 ,0.033,0.033,0.033
 OA21A1OI2_X3N_A9PP84TSL_C16 ,0.009,0.012888888888888896,0.014
 AND2_X2N_A9PP84TL_C16 ,0.016,0.016,0.016
 SDFFSQ_X2N_A9PP84TR_C16 ,0.070,0.07,0.070
 INV_X1P5R_A9PP84TSL_C14 ,0.005,0.005666666666666667,0.006
 DFFRPQ_X1N_A9PP84TR_C14 ,0.036,0.036,0.036
 BUF_X24N_A9PP84TR_C16 ,0.018,0.018,0.018
 MXT2_X1N_A9PP84TR_C16 ,0.016,0.035238095238095235,0.045
 PREICG_X4R_A9PP84TL_C16 ,0.026,0.033999999999999996,0.036
 AOI22_X6N_A9PP84TSL_C14 ,0.009,0.012285714285714287,0.016
 NAND2_X1P5R_A9PP84TL_C16 ,0.015,0.015,0.015
 PREICG_X10R_A9PP84TL_C14 ,0.014,0.017486238532110076,0.037
 INV_X4R_A9PP84TL_C16 ,0.006,0.006,0.006
 NOR2XB_X1N_A9PP84TSL_C14 ,0.009,0.013363636363636373,0.017
 BUF_X12N_A9PP84TL_C14 ,0.009,0.03145349484823236,0.042
 BUFH_X12N_A9PP84TSL_C14 ,0.011,0.01346938775510204,0.017
 INV_X4N_A9PP84TSL_C14 ,0.005,0.009436363636363628,0.042
 NAND2_X3N_A9PP84TR_C14 ,0.016,0.01933333333333333,0.026
 NAND2_X1P5N_A9PP84TSL_C14 ,0.018,0.018,0.018
 MXT2_X1N_A9PP84TL_C16 ,0.020,0.029400000000000003,0.035
 BUFH_X4N_A9PP84TR_C14 ,0.012,0.01777777777777778,0.032
 BUF_X12N_A9PP84TR_C16 ,0.013,0.015,0.017
 BUF_X6N_A9PP84TR_C14 ,0.013,0.018285714285714287,0.027
 SDFFRPQ_X3N_A9PP84TL_C14 ,0.035,0.035500000000000004,0.036
 AO21A1AI2_X1P5N_A9PP84TSL_C14 ,0.023,0.023,0.023
 DFFRPQ_X1N_A9PP84TR_C16 ,0.033,0.05661111111111109,0.109
 NAND2_X3N_A9PP84TL_C14 ,0.016,0.016,0.016
 NAND2_X2R_A9PP84TR_C14 ,0.019,0.019,0.019
 delay100x1 ,0.111,0.13240740740740733,0.205
 INV_X10R_A9PP84TR_C14 ,0.006,0.011000000000000001,0.014
 SDFFQ_X2N_A9PP84TL_C16 ,0.031,0.031,0.031
 PREICG_X10R_A9PP84TL_C16 ,0.045,0.045,0.045
 NOR2XB_X1N_A9PP84TSL_C16 ,0.031,0.036750000000000005,0.045
 SDFFRPQ_X3N_A9PP84TR_C16 ,0.046,0.05575000000000001,0.085
 BUFH_X4N_A9PP84TL_C14 ,0.010,0.015857142857142858,0.018
 NAND2_X3N_A9PP84TSL_C14 ,0.011,0.0115,0.012
 NOR2XB_X1N_A9PP84TR_C16 ,0.040,0.04,0.040
 OAI21_X6N_A9PP84TSL_C14 ,0.008,0.015946826758147525,0.017
 INV_X4N_A9PP84TSL_C16 ,0.005,0.006500000000000001,0.008
 NAND2_X2R_A9PP84TL_C14 ,0.008,0.008,0.008
 SDFFRPQ_X3N_A9PP84TL_C16 ,0.038,0.038,0.038
 OAI2XB1_X2N_A9PP84TSL_C14 ,0.019,0.019,0.019
 XOR2_X1TN_A9PP84TR_C14 ,0.015,0.0155,0.016
 NOR2XB_X1N_A9PP84TL_C16 ,0.030,0.03,0.030
 INV_X5N_DCAP8_A9PP84TL_C14 ,0.004,0.017409107512479927,0.058
 NOR2B_X1N_A9PP84TR_C14 ,0.024,0.024956521739130443,0.046
 INV_X10R_A9PP84TR_C16 ,0.006,0.006500000000000001,0.007
 INV_X20N_A9PP84TSL_C14 ,0.005,0.009999999999999998,0.014
 NAND2_X3N_A9PP84TSL_C16 ,0.017,0.017,0.017
 NAND3_X1P5R_A9PP84TSL_C16 ,0.023,0.023,0.023
 INV_X2F_A9PP84TR_C14 ,0.014,0.0186875,0.019
 NOR2_X4R_A9PP84TR_C14 ,0.013,0.013,0.013
 NAND4_X4R_A9PP84TSL_C14 ,0.009,0.016884057971014492,0.029
 INV_X28N_A9PP84TSL_C14 ,0.008,0.008,0.008
 NAND2_X2R_A9PP84TL_C16 ,0.011,0.011,0.011
 NOR2B_X1N_A9PP84TL_C14 ,0.019,0.020099999999999972,0.023
 INV_X10R_A9PP84TL_C16 ,0.004,0.004,0.004
 BUFH_X4N_A9PP84TSL_C14 ,0.008,0.014779505752024477,0.022
 AO21_X2N_A9PP84TSL_C14 ,0.017,0.020000000000000004,0.023
 AND2_X1N_A9PP84TSL_C14 ,0.016,0.02878947368421052,0.045
 AO1B2_X2N_A9PP84TSL_C14 ,0.012,0.016129032258064523,0.025
 AOI22_X2F_A9PP84TSL_C14 ,0.013,0.016714285714285716,0.024
 INV_X1P5N_A9PP84TR_C16 ,0.011,0.032848837209302297,0.081
 NOR2B_X1N_A9PP84TR_C16 ,0.006,0.02816666666666664,0.044
 AO21A1AI2_X3N_A9PP84TSL_C14 ,0.012,0.012,0.012
 OAI211_X1N_A9PP84TSL_C14 ,0.010,0.019499999999999993,0.023
 SDFFXRPQ_X1N_A9PP84TR_C14 ,0.029,0.06429729729729732,0.099
 INV_X1P5N_A9PP84TL_C16 ,0.021,0.06420000000000001,0.093
 NOR2B_X1N_A9PP84TL_C16 ,0.034,0.034333333333333334,0.035
 BUFH_X4N_A9PP84TSL_C16 ,0.009,0.009,0.009
 NAND4_X1N_A9PP84TL_C14 ,0.029,0.029,0.029
 BUF_X6N_A9PP84TSL_C14 ,0.018,0.018,0.018
 NOR3_X1N_A9PP84TSL_C14 ,0.008,0.03975,0.061
 AOI211_X2N_A9PP84TL_C14 ,0.019,0.019,0.019
 INV_X8F_A9PP84TSL_C14 ,0.004,0.007339233038348043,0.015
 INV_X2F_A9PP84TL_C16 ,0.008,0.011731707317073178,0.014
 AOI22_X6F_A9PP84TR_C14 ,0.012,0.012000000000000002,0.012
 NAND4_X2N_A9PP84TSL_C14 ,0.013,0.015983079526226747,0.017
 AND2_X1N_A9PP84TSL_C16 ,0.020,0.02,0.020
 AO21_X1N_A9PP84TR_C16 ,0.009,0.020892857142857154,0.033
 AO1B2_X2N_A9PP84TSL_C16 ,0.016,0.016,0.016
 NAND4_X1N_A9PP84TR_C16 ,0.031,0.039307692307692314,0.049
